Recording timestamp [ms]	Sensor	Project name	Participant name	Recording name	Recording duration [ms]	Timeline name	Recording Fixation filter name	Recording software version	Recording resolution height [px]	Recording resolution width [px]	Recording monitor latency [ms]	Average validation accuracy [mm]	Average validation precision SD [mm]	Average validation precision RMS [mm]	Average validation accuracy [°]	Average validation precision SD [°]	Average validation precision RMS [°]	Average validation accuracy [px]	Average validation precision SD [px]	Average validation precision RMS [px]	Event	Event value	Gaze point X [DACS px]	Gaze point Y [DACS px]	Gaze point left X [DACS px]	Gaze point left Y [DACS px]	Gaze point right X [DACS px]	Gaze point right Y [DACS px]	Gaze direction left X [DACS norm]	Gaze direction left Y [DACS norm]	Gaze direction left Z [DACS norm]	Gaze direction right X [DACS norm]	Gaze direction right Y [DACS norm]	Gaze direction right Z [DACS norm]	Pupil diameter left [mm]	Pupil diameter right [mm]	Validity left	Validity right	Eye position left X [DACS mm]	Eye position left Y [DACS mm]	Eye position left Z [DACS mm]	Eye position right X [DACS mm]	Eye position right Y [DACS mm]	Eye position right Z [DACS mm]	Gaze point left X [DACS mm]	Gaze point left Y [DACS mm]	Gaze point right X [DACS mm]	Gaze point right Y [DACS mm]	Gaze point X [MCS norm]	Gaze point Y [MCS norm]	Gaze point left X [MCS norm]	Gaze point left Y [MCS norm]	Gaze point right X [MCS norm]	Gaze point right Y [MCS norm]	Presented Stimulus name	Presented Media name	Presented Media width [px]	Presented Media height [px]	Presented Media position X [DACS px]	Presented Media position Y [DACS px]	Original Media width [px]	Original Media height [px]	Eye movement type	Gaze event duration [ms]	Eye movement type index	Fixation point X [DACS px]	Fixation point Y [DACS px]	Fixation point X [MCS norm]	Fixation point Y [MCS norm]	AOI hit [Question 1 – Treemap - answers]	AOI hit [Question 1 – Treemap - computer]	AOI hit [Question 1 – Treemap - question]	AOI hit [Question 1 – Treemap - search_portal]	AOI hit [Question 1 – Treemap - socialnetwork]	AOI hit [Question 1 – Treemap - software]	Client area position X [px]	Client area position Y [px]	Viewport position X [px]	Viewport position Y [px]	Viewport width [px]	Viewport height [px]	Full page width [px]	Full page height [px]	Mouse position X [DACS px]	Mouse position Y [DACS px]
435	Eye Tracker	MiniVLAT	ParticipantD2	Recording32	277703	MiniVLAT	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	4.5	1.2	0.7	0.45	0.13	0.06	17	5	2			933.0	989.0	1033.0	975.0	833.0	1004.0	0.08495	0.2619	-0.96135	-0.12175	0.27075	-0.95492	4.02	4.19	Valid	Valid	235.3	117.7	552.2	299.7	119.1	553.6	284.1	268.1	229.1	276.0															Fixation	342.0	1.0	933.0	989.0			0	0	0	0	0	0										
443	Eye Tracker	MiniVLAT	ParticipantD2	Recording32	277703	MiniVLAT	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	4.5	1.2	0.7	0.45	0.13	0.06	17	5	2			932.0	989.0	1035.0	972.0	829.0	1006.0	0.08591	0.26064	-0.96161	-0.12364	0.27169	-0.95441	4.02	4.19	Valid	Valid	235.3	117.7	552.2	299.7	119.1	553.6	284.6	267.4	227.9	276.6															Fixation	342.0	1.0	933.0	989.0			0	0	0	0	0	0										
451	Eye Tracker	MiniVLAT	ParticipantD2	Recording32	277703	MiniVLAT	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	4.5	1.2	0.7	0.45	0.13	0.06	17	5	2			933.0	991.0	1037.0	974.0	829.0	1007.0	0.08713	0.26144	-0.96128	-0.12355	0.27227	-0.95426	4.02	4.19	Valid	Valid	235.3	117.8	552.2	299.6	119.0	553.7	285.3	267.9	227.9	277.0															Fixation	342.0	1.0	933.0	989.0			0	0	0	0	0	0										
460	Eye Tracker	MiniVLAT	ParticipantD2	Recording32	277703	MiniVLAT	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	4.5	1.2	0.7	0.45	0.13	0.06	17	5	2			933.0	990.0	1038.0	974.0	828.0	1006.0	0.08749	0.26118	-0.96132	-0.12408	0.27145	-0.95442	4.02	4.19	Valid	Valid	235.2	117.8	552.2	299.6	119.0	553.8	285.5	267.8	227.6	276.5															Fixation	342.0	1.0	933.0	989.0			0	0	0	0	0	0										
468	Eye Tracker	MiniVLAT	ParticipantD2	Recording32	277703	MiniVLAT	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	4.5	1.2	0.7	0.45	0.13	0.06	17	5	2			935.0	989.0	1036.0	973.0	833.0	1005.0	0.08651	0.26082	-0.9615	-0.12159	0.27107	-0.95485	4.02	4.19	Valid	Valid	235.2	117.8	552.2	299.6	119.1	553.6	284.9	267.6	229.1	276.3															Fixation	342.0	1.0	933.0	989.0			0	0	0	0	0	0										
476	Eye Tracker	MiniVLAT	ParticipantD2	Recording32	277703	MiniVLAT	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	4.5	1.2	0.7	0.45	0.13	0.06	17	5	2			932.0	989.0	1035.0	974.0	829.0	1004.0	0.08598	0.26111	-0.96147	-0.12348	0.27069	-0.95472	4.02	4.2	Valid	Valid	235.2	117.7	552.3	299.6	119.1	553.6	284.6	267.7	227.9	276.1															Fixation	342.0	1.0	933.0	989.0			0	0	0	0	0	0										
485	Eye Tracker	MiniVLAT	ParticipantD2	Recording32	277703	MiniVLAT	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	4.5	1.2	0.7	0.45	0.13	0.06	17	5	2			932.0	987.0	1035.0	973.0	828.0	1001.0	0.08628	0.26082	-0.96152	-0.12399	0.26922	-0.95506	4.03	4.21	Valid	Valid	235.2	117.8	552.3	299.5	119.1	553.8	284.7	267.6	227.6	275.2															Fixation	342.0	1.0	933.0	989.0			0	0	0	0	0	0										
493	Eye Tracker	MiniVLAT	ParticipantD2	Recording32	277703	MiniVLAT	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	4.5	1.2	0.7	0.45	0.13	0.06	17	5	2			931.0	989.0	1036.0	974.0	826.0	1003.0	0.0867	0.26141	-0.96133	-0.12456	0.27022	-0.95471	4.03	4.21	Valid	Valid	235.1	117.8	552.2	299.5	119.0	553.9	284.9	268.0	227.3	275.8															Fixation	342.0	1.0	933.0	989.0			0	0	0	0	0	0										
501	Eye Tracker	MiniVLAT	ParticipantD2	Recording32	277703	MiniVLAT	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	4.5	1.2	0.7	0.45	0.13	0.06	17	5	2			931.0	989.0	1035.0	973.0	827.0	1004.0	0.08598	0.26094	-0.96152	-0.12417	0.27059	-0.95465	4.03	4.21	Valid	Valid	235.1	117.8	552.2	299.5	119.0	553.9	284.5	267.7	227.5	276.0															Fixation	342.0	1.0	933.0	989.0			0	0	0	0	0	0										
510	Eye Tracker	MiniVLAT	ParticipantD2	Recording32	277703	MiniVLAT	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	4.5	1.2	0.7	0.45	0.13	0.06	17	5	2			931.0	988.0	1035.0	972.0	827.0	1003.0	0.08601	0.26024	-0.96171	-0.12432	0.27045	-0.95467	4.04	4.21	Valid	Valid	235.1	117.8	552.2	299.5	119.0	553.9	284.5	267.3	227.4	275.9															Fixation	342.0	1.0	933.0	989.0			0	0	0	0	0	0										
518	Eye Tracker	MiniVLAT	ParticipantD2	Recording32	277703	MiniVLAT	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	4.5	1.2	0.7	0.45	0.13	0.06	17	5	2			933.0	989.0	1038.0	973.0	828.0	1006.0	0.08752	0.26054	-0.96149	-0.12368	0.27154	-0.95445	4.04	4.22	Valid	Valid	235.1	117.8	552.2	299.5	119.0	553.8	285.4	267.5	227.7	276.6															Fixation	342.0	1.0	933.0	989.0			0	0	0	0	0	0										
